antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'smtp', 'Normal', 'Low'})","frozenset({'normal', 'SF', 'tcp'})",0.05271514766592569,0.39278342330898697,0.05223880597014925,0.9909638554216866,2.5229268767845507,1.0,0.031533169809688205,67.19863448713794,0.6372264514110864,0.13283536893105885,0.9851187452299882,0.5619801591408584
"frozenset({'Zero', 'High', 'Low', 'SF'})","frozenset({'http', 'normal'})",0.15624007621467131,0.3002540489044141,0.11833121625912989,0.7573678861788619,2.5224235574587373,1.0,0.07141950077454058,2.8839791240965726,0.7153170683176363,0.3499236999647847,0.6532568520886026,0.5757357675209487
"frozenset({'Zero', 'High', 'Low', 'SF'})","frozenset({'http', 'normal', 'tcp'})",0.15624007621467131,0.3002540489044141,0.11833121625912989,0.7573678861788619,2.5224235574587373,1.0,0.07141950077454058,2.8839791240965726,0.7153170683176363,0.3499236999647847,0.6532568520886026,0.5757357675209487
"frozenset({'http', 'Low'})","frozenset({'normal', 'SF', 'tcp'})",0.2773896475071451,0.39278342330898697,0.27480946332168943,0.9906983400114482,2.5222508925283886,1.0,0.16585540798335976,65.28045289102761,0.8352063234551089,0.6950803212851406,0.984681478823848,0.84517231300724
"frozenset({'smtp', 'Low'})","frozenset({'normal', 'SF', 'tcp'})",0.05295331851381391,0.39278342330898697,0.05243728167672277,0.9902548725637182,2.5211218544340768,1.0,0.031638095955295785,62.30976256198617,0.6370870572918534,0.13332660476382724,0.9839511505278937,0.5618783205668516
"frozenset({'Medium', 'Low'})","frozenset({'normal', 'SF', 'tcp'})",0.1879961892664338,0.39278342330898697,0.18609082248332803,0.9898648648648648,2.5201289212405937,1.0,0.11224903569421393,59.91203556684625,0.7428473800755738,0.4714874786281806,0.9833088628930949,0.7318197492591125
"frozenset({'Zero', 'Normal', 'SF', 'Medium', 'http'})","frozenset({'Low', 'normal', 'tcp'})",0.10527151476659256,0.37182438869482376,0.09864242616703715,0.9370286576168929,2.520083905485723,1.0,0.059499909541970764,9.975579168750462,0.6741573844129551,0.2606461086637298,0.8997551938505381,0.6011608538431428
"frozenset({'Zero', 'Normal', 'http', 'Medium'})","frozenset({'Low', 'normal', 'SF', 'tcp'})",0.10658145442997777,0.3672991425849476,0.09864242616703715,0.925512104283054,2.519777470128466,1.0,0.05949514933944965,8.494009010797074,0.675091827009509,0.26287950915053426,0.8822699624254156,0.5970368259446179
"frozenset({'Zero', 'private', 'tcp'})","frozenset({'neptune', 'Surge'})",0.1468323277230867,0.27425373134328357,0.10142108605906637,0.6907272235739389,2.5185700124872876,1.0,0.061151772299189985,2.3466218948961486,0.706718402742148,0.3172730659381597,0.5738555060041934,0.5302673605205055
"frozenset({'private', 'tcp'})","frozenset({'neptune', 'Surge'})",0.1468720228644014,0.27425373134328357,0.10142108605906637,0.6905405405405405,2.517889317889318,1.0,0.06114088575856823,2.3452062829955023,0.7066254662454842,0.3172336727092128,0.5735982769401792,0.5301740190038062
"frozenset({'private', 'tcp'})","frozenset({'Zero', 'neptune', 'Surge'})",0.1468720228644014,0.27425373134328357,0.10142108605906637,0.6905405405405405,2.517889317889318,1.0,0.06114088575856823,2.3452062829955023,0.7066254662454842,0.3172336727092128,0.5735982769401792,0.5301740190038062
"frozenset({'Zero', 'Normal', 'SF', 'tcp', 'Medium'})","frozenset({'http', 'normal'})",0.13087488091457605,0.3002540489044141,0.09880120673229596,0.7549287230815893,2.5142998931612106,1.0,0.05950549383781147,2.8552752484680033,0.6929669353100663,0.29730052556139513,0.6497710682931358,0.541993711091297
"frozenset({'Normal', 'http', 'Medium', 'SF'})","frozenset({'Low', 'normal', 'tcp'})",0.10578755160368371,0.37182438869482376,0.09888059701492537,0.9347091932457786,2.513845841384398,1.0,0.05954620530836355,9.621195426024682,0.67344525790248,0.2610837438423645,0.8960628117692042,0.6003213949574682
"frozenset({'Normal', 'Low', 'Medium'})","frozenset({'normal', 'SF', 'tcp'})",0.1401635439822166,0.39278342330898697,0.13833756748174023,0.9869725290286037,2.512765230044324,1.0,0.08328365085328543,46.6104724412162,0.7001704297411323,0.3505683532843778,0.9785455939915397,0.6695853044334529
"frozenset({'Zero', 'Normal', 'Low', 'http'})","frozenset({'normal', 'SF', 'tcp'})",0.18148618609082248,0.39278342330898697,0.1791044776119403,0.9868766404199475,2.5125211041393953,1.0,0.10781971215589518,46.269903143855146,0.7354712683410034,0.45323957810145654,0.9783876789866848,0.7214322565414543
"frozenset({'Normal', 'http', 'Medium'})","frozenset({'Low', 'normal', 'SF', 'tcp'})",0.10717688154969832,0.3672991425849476,0.09888059701492537,0.9225925925925925,2.511828876320392,1.0,0.05951462031679269,8.173647440290143,0.6741354417428619,0.26326358063834276,0.8776555990082561,0.5959012892715475
"frozenset({'Medium', 'http', 'SF'})","frozenset({'Zero', 'normal', 'tcp'})",0.1535011114639568,0.3798031120990791,0.14643537630993966,0.9539694853891906,2.5117474159620077,1.0,0.08813517646526124,13.473603177038544,0.7110119149577163,0.3785142622614406,0.9257808036305994,0.6697627527280401
"frozenset({'http', 'Normal', 'Low'})","frozenset({'normal', 'SF', 'tcp'})",0.18366941886313115,0.39278342330898697,0.18116862496030486,0.9863842662632376,2.5112675528755415,1.0,0.10902632186207198,44.596684132529134,0.7371948736536404,0.45832496485238,0.977576808243674,0.7238136591548628
"frozenset({'Normal', 'http', 'SF'})","frozenset({'Zero', 'normal', 'tcp'})",0.1881549698316926,0.3798031120990791,0.17934264845982853,0.9531645569620253,2.5096280851784427,1.0,0.10788080536084334,13.242041660587224,0.7409475469268373,0.46149131767109297,0.9244829441236138,0.7126817768087719
"frozenset({'Zero', 'High', 'Low', 'http'})","frozenset({'normal', 'SF', 'tcp'})",0.12007780247697682,0.39278342330898697,0.11833121625912989,0.9854545454545455,2.5089005466489045,1.0,0.07116664593880258,41.7461396475072,0.6834911507864572,0.29992957037931384,0.9760456892914238,0.6433589048647159
"frozenset({'http', 'High', 'Low'})","frozenset({'normal', 'SF', 'tcp'})",0.12071292473801207,0.39278342330898697,0.11892664337885042,0.9852022361065439,2.508258184133002,1.0,0.07151260756261393,41.03434688260822,0.6838687569762557,0.3014084507042253,0.9756301714059001,0.6439907087556469
"frozenset({'Medium', 'SF', 'tcp'})","frozenset({'Zero', 'Low', 'normal', 'http'})",0.21292473801206732,0.2748491584630041,0.14615751032073673,0.6864280387770321,2.49747185916681,1.0,0.08763532526216442,2.3125500083260677,0.7618014654436629,0.42784104113409255,0.5675769188127322,0.6091007900413179
"frozenset({'Zero', 'Normal', 'http', 'Medium'})","frozenset({'Low', 'normal', 'tcp'})",0.10658145442997777,0.37182438869482376,0.09895998729755479,0.9284916201117319,2.4971240411929916,1.0,0.05933040315792309,8.784643314345832,0.671062090216404,0.26080133905220215,0.8861649853936651,0.5973193661570724
"frozenset({'Zero', 'SF', 'tcp'})","frozenset({'http', 'normal'})",0.36396475071451256,0.3002540489044141,0.2728247062559543,0.7495910131966409,2.496522581233445,1.0,0.16354281619543615,2.7944122933777997,0.9424679507566958,0.697058823529412,0.6421430000255149,0.8291186160642116
"frozenset({'Medium', 'http'})","frozenset({'Zero', 'normal', 'tcp'})",0.15493013655128612,0.3798031120990791,0.146792632581772,0.9474763002818345,2.4946512287520877,1.0,0.08794968456165825,11.807943675498999,0.7089855970378139,0.37838944029468946,0.9153112491487438,0.6669864779001146
"frozenset({'Zero', 'Normal', 'Medium', 'SF'})","frozenset({'http', 'normal', 'tcp'})",0.13198634487138775,0.3002540489044141,0.09880120673229596,0.7485714285714286,2.493126841429327,1.0,0.059171772284567443,2.7830804873119894,0.689962950899906,0.29630952380952386,0.6406859217478686,0.5388150638362167
"frozenset({'Zero', 'Normal', 'Medium', 'SF'})","frozenset({'http', 'normal'})",0.13198634487138775,0.3002540489044141,0.09880120673229596,0.7485714285714286,2.493126841429327,1.0,0.059171772284567443,2.7830804873119894,0.689962950899906,0.29630952380952386,0.6406859217478686,0.5388150638362167
"frozenset({'Zero', 'Normal', 'SF', 'Low', 'tcp'})","frozenset({'http', 'normal'})",0.2393617021276596,0.3002540489044141,0.1791044776119403,0.7482587064676616,2.4920853164110697,1.0,0.10723515739545819,2.779623244470607,0.7871410504389228,0.49680687073331853,0.640239013690341,0.6723842448255812
"frozenset({'Normal', 'http'})","frozenset({'Zero', 'normal', 'tcp'})",0.21486979993648778,0.3798031120990791,0.20331851381390917,0.9462405320524663,2.491397521265231,1.0,0.1217102951019246,11.536514619270394,0.7624453254143565,0.5195253068262502,0.9133187073390765,0.740783309504494
"frozenset({'Zero', 'private', 'tcp'})",frozenset({'neptune'}),0.1468323277230867,0.32875516036837094,0.12023658304223563,0.8188699648553663,2.490820110436656,1.0,0.07196469759437107,3.7058726295483524,0.7015336186985845,0.3383601429848078,0.7301580221547244,0.5923014398051282
"frozenset({'Normal', 'http', 'Medium'})","frozenset({'Low', 'normal', 'tcp'})",0.10717688154969832,0.37182438869482376,0.0992378532867577,0.9259259259259259,2.4902237563708685,1.0,0.05938687482232359,8.480370752619878,0.6702667615152054,0.2613149367617853,0.8820806272307063,0.5964101712473656
"frozenset({'private', 'tcp'})","frozenset({'Zero', 'neptune'})",0.1468720228644014,0.32875516036837094,0.12023658304223563,0.8186486486486486,2.490146915812214,1.0,0.0719516476118223,3.701350084406896,0.7014390392223763,0.33832235005026245,0.7298283120494828,0.5921907817017693
"frozenset({'private', 'tcp'})",frozenset({'neptune'}),0.1468720228644014,0.32875516036837094,0.12023658304223563,0.8186486486486486,2.490146915812214,1.0,0.0719516476118223,3.701350084406896,0.7014390392223763,0.33832235005026245,0.7298283120494828,0.5921907817017693
"frozenset({'High', 'Low'})","frozenset({'Zero', 'http', 'normal', 'tcp'})",0.16199587170530327,0.2977929501429025,0.12007780247697682,0.7412398921832883,2.4891116187525193,1.0,0.07183657393088341,2.713737661426907,0.7138989152574488,0.3534704370179948,0.631504542898892,0.5722328493174507
"frozenset({'High', 'Low'})","frozenset({'Zero', 'http', 'normal'})",0.16199587170530327,0.2977929501429025,0.12007780247697682,0.7412398921832883,2.4891116187525193,1.0,0.07183657393088341,2.713737661426907,0.7138989152574488,0.3534704370179948,0.631504542898892,0.5722328493174507
"frozenset({'Medium', 'Low'})","frozenset({'Zero', 'Normal', 'SF', 'normal', 'tcp'})",0.1879961892664338,0.24821371864083835,0.1160685932041918,0.6173986486486486,2.487367144851552,1.0,0.0694053599760634,1.9649336801970136,0.7364109252945295,0.3625542467451952,0.4910769711577568,0.5425070965936349
"frozenset({'High', 'Low', 'SF'})","frozenset({'Zero', 'http', 'normal'})",0.1597729437916799,0.2977929501429025,0.11833121625912989,0.7406211180124225,2.487033751662083,1.0,0.07075195997438939,2.707263769803466,0.7116107245543567,0.34881816054294407,0.6306233581101722,0.5689909109123696
"frozenset({'High', 'Low', 'SF'})","frozenset({'Zero', 'http', 'normal', 'tcp'})",0.1597729437916799,0.2977929501429025,0.11833121625912989,0.7406211180124225,2.487033751662083,1.0,0.07075195997438939,2.707263769803466,0.7116107245543567,0.34881816054294407,0.6306233581101722,0.5689909109123696
"frozenset({'Medium', 'Low'})","frozenset({'Zero', 'normal', 'SF', 'tcp'})",0.1879961892664338,0.3504287075261988,0.1636233724992061,0.8703547297297297,2.483685585789686,1.0,0.09774411087471907,5.010374008397267,0.7356770247763891,0.43656005083668714,0.8004141011581124,0.6686390775970805
frozenset({'smtp'}),"frozenset({'Low', 'normal', 'SF', 'tcp'})",0.05751825976500476,0.3672991425849476,0.05243728167672277,0.9116632160110422,2.4820728128985383,1.0,0.03131087418205823,7.16237142495634,0.63355172565623,0.14081654407845648,0.8603814378411555,0.5272138624094982
"frozenset({'High', 'Low'})","frozenset({'http', 'normal'})",0.16199587170530327,0.3002540489044141,0.12071292473801207,0.745160499877481,2.4817666992217746,1.0,0.07207300835269476,2.7458300254048904,0.7124800682806689,0.3534402603440261,0.6358113973742626,0.5735982298435528
"frozenset({'High', 'Low'})","frozenset({'http', 'normal', 'tcp'})",0.16199587170530327,0.3002540489044141,0.12071292473801207,0.745160499877481,2.4817666992217746,1.0,0.07207300835269476,2.7458300254048904,0.7124800682806689,0.3534402603440261,0.6358113973742626,0.5735982298435528
"frozenset({'Zero', 'Normal', 'Medium', 'tcp'})","frozenset({'http', 'normal'})",0.13301841854557003,0.3002540489044141,0.0991187678628136,0.745150701283199,2.4817340648765667,1.0,0.05917944911564419,2.74572445213268,0.6886604660907406,0.2966262770254217,0.6357973943003375,0.5376335209218746
"frozenset({'High', 'http', 'SF'})","frozenset({'Zero', 'normal', 'tcp'})",0.12587329310892348,0.3798031120990791,0.1185693871070181,0.9419741406496372,2.480164355272331,1.0,0.0707623186540894,10.688284410509876,0.6827395957235756,0.3062961443806399,0.9064396154151088,0.6270802977495677
"frozenset({'Medium', 'SF', 'tcp'})","frozenset({'http', 'Low', 'normal'})",0.21292473801206732,0.27731025722451574,0.14643537630993966,0.6877330350484713,2.4800129715060244,1.0,0.08738916244235065,2.314333003132954,0.7582201238047589,0.4259323403763999,0.567910063657096,0.60789457363646
"frozenset({'High', 'Low', 'SF'})","frozenset({'http', 'normal'})",0.1597729437916799,0.3002540489044141,0.11892664337885042,0.7443478260869565,2.4790600786333434,1.0,0.07095417010002117,2.7371015093874957,0.7100715317309744,0.3486558826952171,0.634650013318732,0.5702172763433195
"frozenset({'High', 'Low', 'SF'})","frozenset({'http', 'normal', 'tcp'})",0.1597729437916799,0.3002540489044141,0.11892664337885042,0.7443478260869565,2.4790600786333434,1.0,0.07095417010002117,2.7371015093874957,0.7100715317309744,0.3486558826952171,0.634650013318732,0.5702172763433195
"frozenset({'Medium', 'tcp'})","frozenset({'Zero', 'http', 'normal', 'SF'})",0.2166163861543347,0.2728247062559543,0.14643537630993966,0.67601246105919,2.4778271379314876,1.0,0.08733707438715693,2.2444545124215254,0.7613391259067436,0.426918180766115,0.5544574441292164,0.6063752105965236
"frozenset({'Medium', 'tcp'})","frozenset({'Zero', 'SF', 'normal', 'Low', 'http'})",0.2166163861543347,0.27242775484280723,0.14615751032073673,0.6747297049660985,2.4767289417901726,1.0,0.08714519457854877,2.2368235165198875,0.7611106944307016,0.426256077795786,0.5529374612638962,0.6056148889102677
"frozenset({'Zero', 'Normal', 'SF', 'tcp'})","frozenset({'http', 'Low', 'normal'})",0.26135281041600505,0.27731025722451574,0.1791044776119403,0.6852976913730255,2.4712309534882992,1.0,0.10662866252912782,2.2964233911359986,0.8059915128397455,0.4981232060057406,0.5645402307519092,0.6655804231271082
frozenset({'http'}),"frozenset({'Zero', 'normal', 'tcp'})",0.31768021594156876,0.3798031120990791,0.2977929501429025,0.9373984755716607,2.468116889276889,1.0,0.17713701547598726,9.907057273195758,0.8717800914849804,0.7450590922633827,0.8990618533410955,0.8607351909630878
frozenset({'smtp'}),"frozenset({'Low', 'normal', 'tcp'})",0.05751825976500476,0.37182438869482376,0.05271514766592569,0.9164941338854383,2.464857501958147,1.0,0.03132845589001272,7.522532733728936,0.6305660983655804,0.13996627318718383,0.8670660487103927,0.5291342239833938
"frozenset({'Zero', 'Normal', 'Medium'})","frozenset({'http', 'normal'})",0.1341298825023817,0.3002540489044141,0.0991187678628136,0.7389760284107725,2.461169236875222,1.0,0.05884572756240016,2.6807727536870583,0.6856560151097559,0.2956429078853896,0.6269732305266723,0.5345461844856613
"frozenset({'Zero', 'Normal', 'Medium'})","frozenset({'http', 'normal', 'tcp'})",0.1341298825023817,0.3002540489044141,0.0991187678628136,0.7389760284107725,2.461169236875222,1.0,0.05884572756240016,2.6807727536870583,0.6856560151097559,0.2956429078853896,0.6269732305266723,0.5345461844856613
"frozenset({'Medium', 'tcp'})","frozenset({'http', 'normal', 'SF'})",0.2166163861543347,0.2752064147348365,0.1467132422991426,0.6772952171522815,2.4610444411510564,1.0,0.08709902329279126,2.2459957948847227,0.757825975013079,0.42512077294685996,0.5547631913303179,0.6051988850798188
"frozenset({'Medium', 'tcp'})","frozenset({'Zero', 'Low', 'normal', 'http'})",0.2166163861543347,0.2748491584630041,0.14651476659256907,0.6763789628000733,2.4609097098294983,1.0,0.08697793514875304,2.240740737410751,0.7577975775887733,0.42474108170310704,0.5537190076012397,0.6047261653977258
"frozenset({'Medium', 'tcp'})","frozenset({'http', 'Low', 'normal', 'SF'})",0.2166163861543347,0.27480946332168943,0.14643537630993966,0.67601246105919,2.459931520872904,1.0,0.0869071434841831,2.2383284834013235,0.757591310672867,0.42446208721666095,0.5532380490997381,0.6044369686489075
"frozenset({'Normal', 'http', 'Medium', 'SF'})","frozenset({'Zero', 'normal', 'tcp'})",0.10578755160368371,0.3798031120990791,0.09880120673229596,0.9339587242026266,2.4590602194933706,1.0,0.058622765411874965,9.391049467363372,0.6635342441532105,0.2554392446633826,0.8935156285274302,0.5970483420344237
"frozenset({'Low', 'SF', 'tcp'})","frozenset({'http', 'normal'})",0.37305493807557955,0.3002540489044141,0.27480946332168943,0.7366460949138115,2.453409363176724,1.0,0.16279820770071118,2.657055534705583,0.9449056574507574,0.6896105189759937,0.6236435456698853,0.8259512864838756
"frozenset({'Low', 'SF', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.37305493807557955,0.2977929501429025,0.27242775484280723,0.7302617578208129,2.4522466279687976,1.0,0.16133462426790257,2.6032906724090736,0.9445973974516833,0.6837700508119956,0.61587078592549,0.8225422358818807
frozenset({'http'}),"frozenset({'Zero', 'normal', 'SF', 'tcp'})",0.31768021594156876,0.3504287075261988,0.2728247062559543,0.8588029488941648,2.4507208754578382,1.0,0.16150043877690662,4.600459339529056,0.867565046577748,0.6901988351074514,0.7826304014019676,0.8186742429110606
"frozenset({'Medium', 'tcp'})","frozenset({'http', 'Low', 'normal'})",0.2166163861543347,0.27731025722451574,0.1468323277230867,0.6778449697636063,2.4443559230295975,1.0,0.08676238195958311,2.2432980240761187,0.7542847021493836,0.4230329368709972,0.5542277533936488,0.6036662581426104
"frozenset({'Zero', 'High', 'http'})","frozenset({'Low', 'normal', 'tcp'})",0.13238329628453477,0.37182438869482376,0.12007780247697682,0.9070464767616192,2.4394485793294236,1.0,0.07085446426257394,6.75795375387988,0.680105962989333,0.3125968791980986,0.8520262143809614,0.6149943604049368
"frozenset({'smtp', 'Normal'})","frozenset({'normal', 'SF', 'tcp'})",0.05585106382978723,0.39278342330898697,0.05346935535090505,0.9573560767590619,2.4373637479246373,1.0,0.03153198330439248,14.239228723404267,0.6246055396969793,0.1353088900050226,0.9297714771337051,0.5467427175104052
"frozenset({'http', 'Medium', 'Low'})","frozenset({'Zero', 'Normal', 'normal', 'tcp'})",0.1469117180057161,0.2765560495395364,0.09895998729755479,0.6736017292623616,2.435678880949822,1.0,0.05833066293482757,2.2164454144488217,0.6909447238643895,0.30495412844036696,0.5488271475213944,0.51571574908647
"frozenset({'High', 'http'})","frozenset({'Low', 'normal', 'tcp'})",0.13329628453477294,0.37182438869482376,0.12071292473801207,0.9055985705777249,2.4355545201232034,1.0,0.07115011522557883,6.65430190145988,0.6800661787002625,0.31402313093762907,0.8497212758290077,0.6151244694460098
"frozenset({'Normal', 'http', 'Medium'})","frozenset({'Zero', 'normal', 'tcp'})",0.10717688154969832,0.3798031120990791,0.0991187678628136,0.9248148148148149,2.434984825963087,1.0,0.058412654705163804,8.24892412479058,0.6600633547025059,0.2555521440998874,0.8787720695605999,0.5928944475411867
"frozenset({'http', 'Medium', 'Low', 'SF'})","frozenset({'Zero', 'Normal', 'normal', 'tcp'})",0.14651476659256907,0.2765560495395364,0.09864242616703715,0.6732592793280954,2.4344406150184263,1.0,0.058122881118989014,2.2141224055966595,0.6903786890451119,0.3040499204698397,0.5483537868221332,0.5149703889104952
"frozenset({'Zero', 'Medium', 'Low'})","frozenset({'Normal', 'normal', 'SF', 'tcp'})",0.16437758018418547,0.2900523975865354,0.1160685932041918,0.7061096353537792,2.4344209571414273,1.0,0.06839048196229583,2.415688596215412,0.7051327078053746,0.34303144063819796,0.586039358894739,0.5531369307191778
"frozenset({'Zero', 'Medium', 'SF'})","frozenset({'http', 'normal'})",0.20034137821530645,0.3002540489044141,0.14643537630993966,0.7309292649098474,2.4343693867806553,1.0,0.08628206633770333,2.600602220308853,0.7368344210357264,0.41347231562429937,0.6154736805995505,0.6093170914713172
"frozenset({'Zero', 'Medium', 'SF'})","frozenset({'http', 'normal', 'tcp'})",0.20034137821530645,0.3002540489044141,0.14643537630993966,0.7309292649098474,2.4343693867806553,1.0,0.08628206633770333,2.600602220308853,0.7368344210357264,0.41347231562429937,0.6154736805995505,0.6093170914713172
"frozenset({'Zero', 'High', 'http'})","frozenset({'Low', 'normal', 'SF', 'tcp'})",0.13238329628453477,0.3672991425849476,0.11833121625912989,0.8938530734632685,2.43358333801866,1.0,0.06970694504125119,5.960614009828253,0.6789672347554706,0.31029457687103157,0.8322320488541729,0.6080094287666499
"frozenset({'High', 'http'})","frozenset({'Low', 'normal', 'SF', 'tcp'})",0.13329628453477294,0.3672991425849476,0.11892664337885042,0.8921977367480644,2.429076557241677,1.0,0.0699670323594691,5.869086959115322,0.678802813999014,0.3115964638585543,0.8296157465435247,0.6079923083394487
"frozenset({'SF', 'tcp'})","frozenset({'Zero', 'Low', 'normal', 'http'})",0.40913782153064465,0.2748491584630041,0.27242775484280723,0.6658581546521781,2.422631229346862,1.0,0.15997656889972278,2.170188653810051,0.9938454079263572,0.6619405864197531,0.5392105666738379,0.8285241090996304
"frozenset({'SF', 'tcp'})","frozenset({'http', 'Low', 'normal'})",0.40913782153064465,0.27731025722451574,0.27480946332168943,0.6716794411564956,2.4221225997157796,1.0,0.16135134879274834,2.201171152123793,0.993698707278213,0.6675988428158149,0.5456963902897087,0.8313307025421757
"frozenset({'Zero', 'Medium', 'http'})","frozenset({'normal', 'SF', 'tcp'})",0.1542950142902509,0.39278342330898697,0.14643537630993966,0.9490609724723437,2.41624497408017,1.0,0.08583085239750585,11.920458755545281,0.6930722765671665,0.365500842167839,0.9161106111344238,0.6609377626383952
"frozenset({'Zero', 'Medium'})","frozenset({'http', 'normal'})",0.20252461098761512,0.3002540489044141,0.146792632581772,0.7248137985103881,2.4140017467046135,1.0,0.08598379812994916,2.5428090046222787,0.7345055417199132,0.4123550401427298,0.6067341282093088,0.6068542815925817
"frozenset({'Zero', 'Medium'})","frozenset({'http', 'normal', 'tcp'})",0.20252461098761512,0.3002540489044141,0.146792632581772,0.7248137985103881,2.4140017467046135,1.0,0.08598379812994916,2.5428090046222787,0.7345055417199132,0.4123550401427298,0.6067341282093088,0.6068542815925817
"frozenset({'Medium', 'http'})","frozenset({'normal', 'SF', 'tcp'})",0.15493013655128612,0.39278342330898697,0.1467132422991426,0.9469638739431208,2.410905903221334,1.0,0.08585925289079963,11.449112554710279,0.692508607579184,0.3658681449217977,0.912656985838733,0.660242927370752
"frozenset({'Zero', 'Normal', 'Low', 'tcp'})","frozenset({'http', 'normal'})",0.25198475706573514,0.3002540489044141,0.1814464909495078,0.7200693131695023,2.3982001768067294,1.0,0.10578704737832564,2.499711478646472,0.7794234609940448,0.4893480355422332,0.599953831255168,0.6621896010585746
"frozenset({'http', 'Medium', 'Low'})","frozenset({'Zero', 'Normal', 'normal', 'SF'})",0.1469117180057161,0.2806446490949508,0.09864242616703715,0.6714401513104566,2.392492261925463,1.0,0.057412438619386594,2.1894195342924236,0.6822574271181975,0.29990345160511706,0.5432579346547304,0.511462649912654
"frozenset({'http', 'Medium', 'Low', 'tcp'})","frozenset({'Zero', 'Normal', 'normal', 'SF'})",0.1469117180057161,0.2806446490949508,0.09864242616703715,0.6714401513104566,2.392492261925463,1.0,0.057412438619386594,2.1894195342924236,0.6822574271181975,0.29990345160511706,0.5432579346547304,0.511462649912654
"frozenset({'High', 'http'})","frozenset({'Zero', 'normal', 'tcp'})",0.13329628453477294,0.3798031120990791,0.1211098761511591,0.9085765336509828,2.392230354905472,1.0,0.070483532453608,6.783782246160567,0.6714867436174873,0.3089620253164558,0.8525896080219891,0.6137259758555917
"frozenset({'Zero', 'High', 'SF'})","frozenset({'http', 'Low', 'normal', 'tcp'})",0.17858844077484917,0.27731025722451574,0.11833121625912989,0.6625916870415648,2.3893515287648297,1.0,0.06880680981053128,2.1418848173563267,0.7078989757664454,0.3505409219190969,0.5331214863205043,0.5446511255133389
"frozenset({'Zero', 'High', 'SF'})","frozenset({'http', 'Low', 'normal'})",0.17858844077484917,0.27731025722451574,0.11833121625912989,0.6625916870415648,2.3893515287648297,1.0,0.06880680981053128,2.1418848173563267,0.7078989757664454,0.3505409219190969,0.5331214863205043,0.5446511255133389
"frozenset({'Normal', 'SF', 'Low', 'tcp', 'Medium'})","frozenset({'Zero', 'http', 'normal'})",0.13873451889488728,0.2977929501429025,0.09864242616703715,0.7110157367668096,2.3876177606810804,1.0,0.05732826449867242,2.42991449430748,0.6747890208003795,0.2919407894736842,0.5884628852814849,0.5211303690498937
"frozenset({'Normal', 'Low', 'Medium', 'SF'})","frozenset({'Zero', 'http', 'normal', 'tcp'})",0.13873451889488728,0.2977929501429025,0.09864242616703715,0.7110157367668096,2.3876177606810804,1.0,0.05732826449867242,2.42991449430748,0.6747890208003795,0.2919407894736842,0.5884628852814849,0.5211303690498937
"frozenset({'Normal', 'Low', 'Medium', 'SF'})","frozenset({'Zero', 'http', 'normal'})",0.13873451889488728,0.2977929501429025,0.09864242616703715,0.7110157367668096,2.3876177606810804,1.0,0.05732826449867242,2.42991449430748,0.6747890208003795,0.2919407894736842,0.5884628852814849,0.5211303690498937
"frozenset({'Low', 'tcp'})","frozenset({'http', 'normal'})",0.38698793267704035,0.3002540489044141,0.27731025722451574,0.7165863165452867,2.3866000114236994,1.0,0.16111556356108556,2.468991414126264,0.9477690823502307,0.6764791323714535,0.5949763153170446,0.8200858605465726
"frozenset({'Low', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.38698793267704035,0.2977929501429025,0.2748491584630041,0.7102266899169145,2.3849681114885244,1.0,0.15960688032140533,2.4232978863918024,0.9473013878247706,0.6704754526968141,0.5873392183373042,0.8165902844412618
"frozenset({'Medium', 'http'})","frozenset({'Zero', 'Normal', 'SF', 'normal', 'Low'})",0.15493013655128612,0.26710860590663704,0.09864242616703715,0.6366897258519087,2.3836361381574207,1.0,0.057259253379898206,2.0172603040524653,0.6868933645085317,0.30502025285381124,0.5042781548860578,0.5029933991126092
"frozenset({'Medium', 'http', 'tcp'})","frozenset({'Zero', 'Normal', 'SF', 'normal', 'Low'})",0.15493013655128612,0.26710860590663704,0.09864242616703715,0.6366897258519087,2.3836361381574207,1.0,0.057259253379898206,2.0172603040524653,0.6868933645085317,0.30502025285381124,0.5042781548860578,0.5029933991126092
"frozenset({'Normal', 'http'})","frozenset({'Zero', 'normal', 'SF', 'tcp'})",0.21486979993648778,0.3504287075261988,0.17934264845982853,0.8346573064843895,2.381817723714855,1.0,0.1040461021816722,3.928636208000768,0.7389253285099598,0.46467139771675403,0.7454587426640639,0.6732190021320905
"frozenset({'Zero', 'Surge'})",frozenset({'neptune'}),0.35094474436328993,0.32875516036837094,0.27425373134328357,0.7814726840855106,2.3770659088966655,1.0,0.15887883562969324,3.0716747552708235,0.8925485163154274,0.6764245153710592,0.6744446988457826,0.8078457359089711
"frozenset({'Zero', 'Surge'})","frozenset({'neptune', 'tcp'})",0.35094474436328993,0.32875516036837094,0.27425373134328357,0.7814726840855106,2.3770659088966655,1.0,0.15887883562969324,3.0716747552708235,0.8925485163154274,0.6764245153710592,0.6744446988457826,0.8078457359089711
