antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'SF', 'domain_u'})","frozenset({'Zero', 'normal', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
"frozenset({'Low', 'domain_u'})","frozenset({'Zero', 'normal', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
frozenset({'domain_u'}),"frozenset({'Zero', 'Low', 'normal', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
frozenset({'domain_u'}),"frozenset({'Zero', 'SF', 'normal', 'Low', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
"frozenset({'Low', 'SF', 'domain_u'})","frozenset({'Zero', 'normal', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
"frozenset({'SF', 'domain_u'})","frozenset({'Zero', 'Low', 'normal', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
"frozenset({'Low', 'domain_u'})","frozenset({'Zero', 'normal', 'SF', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
frozenset({'domain_u'}),"frozenset({'Zero', 'normal', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
frozenset({'domain_u'}),"frozenset({'Zero', 'normal', 'SF', 'udp'})",0.0722451571927596,0.08312162591298825,0.06950619244204509,0.962087912087912,11.574459733198989,1.0,0.0635010575118435,24.18432812809214,0.9847460090529917,0.8095238095238094,0.9586509083608399,0.8991432874670697
frozenset({'domain_u'}),"frozenset({'Low', 'normal', 'SF', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
"frozenset({'Low', 'domain_u'})","frozenset({'normal', 'SF', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
"frozenset({'Low', 'domain_u'})","frozenset({'normal', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
frozenset({'domain_u'}),"frozenset({'Low', 'normal', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
frozenset({'domain_u'}),"frozenset({'normal', 'SF', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
"frozenset({'SF', 'domain_u'})","frozenset({'normal', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
"frozenset({'SF', 'domain_u'})","frozenset({'Low', 'normal', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
frozenset({'domain_u'}),"frozenset({'normal', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
"frozenset({'Low', 'SF', 'domain_u'})","frozenset({'normal', 'udp'})",0.0722451571927596,0.09951571927596062,0.0721260717688155,0.9983516483516484,10.032100010081662,1.0,0.06493654298657318,546.2937969725858,0.9704287506201297,0.7239043824701195,0.9981694831507483,0.8615611452767415
"frozenset({'Zero', 'domain_u'})","frozenset({'Low', 'normal', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'domain_u'})","frozenset({'normal', 'SF', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'SF', 'domain_u'})","frozenset({'normal', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'domain_u'})","frozenset({'Low', 'normal', 'SF', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'Low', 'SF', 'domain_u'})","frozenset({'normal', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'SF', 'domain_u'})","frozenset({'Low', 'normal', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'Low', 'domain_u'})","frozenset({'normal', 'SF', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'Low', 'domain_u'})","frozenset({'normal', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'domain_u'})","frozenset({'normal', 'udp'})",0.0696252778659892,0.09951571927596062,0.06950619244204509,0.9982896237172179,10.031476745386579,1.0,0.06257738283542255,526.4831427966759,0.9676894248719381,0.6976095617529882,0.9981006039534561,0.8483669897604837
"frozenset({'Zero', 'Low', 'SF', 'udp'})","frozenset({'normal', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'udp'})","frozenset({'Low', 'normal', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'Low', 'udp'})","frozenset({'normal', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'SF', 'udp'})","frozenset({'normal', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'udp'})","frozenset({'normal', 'SF', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'SF', 'udp'})","frozenset({'Low', 'normal', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'udp'})","frozenset({'Low', 'normal', 'SF', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'Low', 'udp'})","frozenset({'normal', 'SF', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'Zero', 'udp'})","frozenset({'normal', 'domain_u'})",0.1031279771355986,0.0721260717688155,0.06950619244204509,0.6739799846035411,9.344470980810351,1.0,0.06206797656179014,2.8460643040668443,0.9956658512565083,0.6572822822822822,0.6486375945297287,0.8188281871284078
"frozenset({'SF', 'udp'})","frozenset({'normal', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
"frozenset({'Low', 'udp'})","frozenset({'normal', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
frozenset({'udp'}),"frozenset({'Low', 'normal', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
frozenset({'udp'}),"frozenset({'normal', 'SF', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
frozenset({'udp'}),"frozenset({'normal', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
frozenset({'udp'}),"frozenset({'Low', 'normal', 'SF', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
"frozenset({'Low', 'SF', 'udp'})","frozenset({'normal', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
"frozenset({'SF', 'udp'})","frozenset({'Low', 'normal', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
"frozenset({'Low', 'udp'})","frozenset({'normal', 'SF', 'domain_u'})",0.11952207049857097,0.0721260717688155,0.0721260717688155,0.6034540019926935,8.36665559614746,1.0,0.06350541433407814,2.3398897804891936,1.0,0.6034540019926935,0.5726294424898368,0.8017270009963468
"frozenset({'Zero', 'High', 'Low', 'tcp'})","frozenset({'http', 'normal', 'SF'})",0.12234042553191489,0.2752064147348365,0.11833121625912989,0.9672290720311487,3.5145586012705463,1.0,0.08466234637135733,22.116968611754867,0.8152013255669747,0.4237986920671027,0.9547858471224436,0.6986008334337195
"frozenset({'smtp', 'SF'})","frozenset({'Normal', 'Low', 'normal', 'tcp'})",0.053906001905366784,0.27580184185455703,0.05223880597014925,0.9690721649484536,3.513653710331238,1.0,0.037371431357633836,23.415740446702657,0.7561573936036308,0.18826895565092988,0.9572936844651087,0.5792395942761842
"frozenset({'High', 'Low', 'tcp'})","frozenset({'Zero', 'http', 'normal', 'SF'})",0.1260320736741823,0.2728247062559543,0.11833121625912989,0.9388976377952756,3.441395211892708,1.0,0.08394655278014232,11.900935864110023,0.8117233584727924,0.42181972548464697,0.9159729947780219,0.6863119063412577
"frozenset({'High', 'Low', 'tcp'})","frozenset({'http', 'normal', 'SF'})",0.1260320736741823,0.2752064147348365,0.11892664337885042,0.9436220472440944,3.428779260662516,1.0,0.08424180824138194,12.855975604563628,0.810500009308258,0.4212598425196849,0.9222151604235295,0.6878791038182104
"frozenset({'smtp', 'Low'})","frozenset({'Normal', 'normal', 'SF', 'tcp'})",0.05295331851381391,0.2900523975865354,0.05223880597014925,0.9865067466266867,3.401132880938756,1.0,0.03687956897505405,52.61500564553135,0.7454546161037404,0.17965870307167234,0.9809940151534523,0.5833040096894211
frozenset({'smtp'}),"frozenset({'Normal', 'SF', 'normal', 'Low', 'tcp'})",0.05751825976500476,0.27139568116862495,0.05223880597014925,0.9082125603864734,3.346451780204189,1.0,0.03662859868159187,7.937952315689185,0.7439677629509616,0.18880918220946916,0.8740229267913938,0.5503473215856602
frozenset({'smtp'}),"frozenset({'Normal', 'Low', 'normal', 'tcp'})",0.05751825976500476,0.27580184185455703,0.052516671959352175,0.9130434782608695,3.310505369077119,1.0,0.036653029975895,8.328278818672588,0.7405250269252291,0.18702290076335876,0.8799271708149432,0.5517289930164451
"frozenset({'Zero', 'Medium', 'Low'})","frozenset({'Normal', 'SF', 'normal', 'tcp', 'http'})",0.16437758018418547,0.18140679580819308,0.09864242616703715,0.6000965950253562,3.308016066056624,1.0,0.06882321604311974,2.046977330047266,0.8349512781405549,0.39913266945069065,0.5114748046687408,0.5719301355870763
"frozenset({'Zero', 'Medium', 'Low'})","frozenset({'Normal', 'http', 'normal', 'SF'})",0.16437758018418547,0.18140679580819308,0.09864242616703715,0.6000965950253562,3.308016066056624,1.0,0.06882321604311974,2.046977330047266,0.8349512781405549,0.39913266945069065,0.5114748046687408,0.5719301355870763
"frozenset({'Zero', 'Medium', 'Low', 'tcp'})","frozenset({'Normal', 'http', 'normal', 'SF'})",0.16437758018418547,0.18140679580819308,0.09864242616703715,0.6000965950253562,3.308016066056624,1.0,0.06882321604311974,2.046977330047266,0.8349512781405549,0.39913266945069065,0.5114748046687408,0.5719301355870763
"frozenset({'Zero', 'High', 'SF', 'Low', 'tcp'})","frozenset({'http', 'normal'})",0.12047475389012385,0.3002540489044141,0.11833121625912989,0.9822075782537067,3.271255064961314,1.0,0.08215818361285739,39.32831410324264,0.7894110307344812,0.39131005513258077,0.9745730265127853,0.6881556135583711
"frozenset({'Zero', 'High', 'Low', 'tcp'})","frozenset({'http', 'normal'})",0.12234042553191489,0.3002540489044141,0.12007780247697682,0.981505515898767,3.268916837192192,1.0,0.0833445943663304,37.83538633818582,0.7908399699474079,0.3969295368061934,0.9735697161630212,0.6907130963946506
"frozenset({'Zero', 'Medium', 'Low'})","frozenset({'http', 'normal', 'SF', 'tcp'})",0.16437758018418547,0.2752064147348365,0.14615751032073673,0.8891572084037671,3.230873848854421,1.0,0.10091974581545896,6.538932977305096,0.826313651611096,0.49810606060606044,0.8470698501619859,0.7101202167794113
"frozenset({'Zero', 'Medium', 'Low', 'tcp'})","frozenset({'http', 'normal', 'SF'})",0.16437758018418547,0.2752064147348365,0.14615751032073673,0.8891572084037671,3.230873848854421,1.0,0.10091974581545896,6.538932977305096,0.826313651611096,0.49810606060606044,0.8470698501619859,0.7101202167794113
"frozenset({'Zero', 'Medium', 'Low'})","frozenset({'http', 'normal', 'SF'})",0.16437758018418547,0.2752064147348365,0.14615751032073673,0.8891572084037671,3.230873848854421,1.0,0.10091974581545896,6.538932977305096,0.826313651611096,0.49810606060606044,0.8470698501619859,0.7101202167794113
"frozenset({'High', 'Low', 'SF', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.1238091457605589,0.2977929501429025,0.11833121625912989,0.9557550496954152,3.209461638486657,1.0,0.08146172548842043,15.870897018147026,0.7856978429341219,0.39018324607329846,0.9369915891422782,0.676557876753866
frozenset({'smtp'}),"frozenset({'Normal', 'normal', 'SF', 'tcp'})",0.05751825976500476,0.2900523975865354,0.05346935535090505,0.9296066252587992,3.204961010472105,1.0,0.03678604620106027,10.085432116638342,0.7299703478422946,0.18180591172897828,0.9008470843455226,0.556975202597923
"frozenset({'High', 'Low', 'tcp'})","frozenset({'Zero', 'http', 'normal'})",0.1260320736741823,0.2977929501429025,0.12007780247697682,0.952755905511811,3.1993903987807975,1.0,0.08254633944491443,14.863382555308554,0.7865740109915065,0.3953214845791949,0.9327205636887248,0.6779908559817119
"frozenset({'High', 'Low', 'SF', 'tcp'})","frozenset({'http', 'normal'})",0.1238091457605589,0.3002540489044141,0.11892664337885042,0.9605642834241744,3.1991717911186943,1.0,0.08175244607284583,17.74396440217182,0.784554068285493,0.389748926759464,0.9436428084877355,0.6783255050119286
"frozenset({'High', 'Low', 'tcp'})","frozenset({'http', 'normal'})",0.1260320736741823,0.3002540489044141,0.12071292473801207,0.9577952755905511,3.1899495746532476,1.0,0.08287128432551942,16.57980145319762,0.7855155780270058,0.3950376721226292,0.9396856468503043,0.6799156177000878
"frozenset({'smtp', 'SF'})","frozenset({'Normal', 'normal', 'tcp'})",0.053906001905366784,0.3201413147030803,0.05346935535090505,0.991899852724595,3.098318796012151,1.0,0.03621181703053418,83.93164496665639,0.7158319554847283,0.1667904903417534,0.9880855427008816,0.5794589158229299
"frozenset({'smtp', 'Low'})","frozenset({'Normal', 'normal', 'tcp'})",0.05295331851381391,0.3201413147030803,0.052516671959352175,0.9917541229385307,3.097863591452879,1.0,0.03556412695244883,82.44831692600805,0.7150617849993921,0.1638187221396731,0.9878711896460247,0.5778981402045412
"frozenset({'smtp', 'Low', 'SF'})","frozenset({'Normal', 'normal', 'tcp'})",0.052675452524610984,0.3201413147030803,0.05223880597014925,0.9917106254709872,3.0977277218679617,1.0,0.035375217346340596,82.01567958081948,0.7148370997703011,0.16295195641406637,0.9878072094859057,0.5774424175092072
"frozenset({'S0', 'private'})","frozenset({'tcp', 'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private'})","frozenset({'Zero', 'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private', 'Zero'})","frozenset({'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private', 'tcp'})","frozenset({'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private'})","frozenset({'Zero', 'neptune', 'tcp', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private', 'Zero', 'tcp'})","frozenset({'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private'})","frozenset({'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private', 'tcp'})","frozenset({'Zero', 'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'S0', 'private', 'Zero'})","frozenset({'tcp', 'neptune', 'Surge'})",0.10225468402667513,0.27425373134328357,0.0862575420768498,0.8435559006211181,3.075822875734145,1.0,0.05821381343520568,4.639013369875191,0.7517541307922373,0.29718271334792123,0.7844369221925945,0.5790365984506661
"frozenset({'Zero', 'Normal', 'Low', 'Medium'})","frozenset({'http', 'normal', 'SF', 'tcp'})",0.11678310574785646,0.2752064147348365,0.09864242616703715,0.844663494221618,3.069199876883167,1.0,0.0665029663325703,4.6659578289936805,0.763325734180363,0.33626522327469555,0.7856817321009366,0.6015470940024865
"frozenset({'Zero', 'Normal', 'Low', 'Medium'})","frozenset({'http', 'normal', 'SF'})",0.11678310574785646,0.2752064147348365,0.09864242616703715,0.844663494221618,3.069199876883167,1.0,0.0665029663325703,4.6659578289936805,0.763325734180363,0.33626522327469555,0.7856817321009366,0.6015470940024865
"frozenset({'Zero', 'Normal', 'Low', 'tcp', 'Medium'})","frozenset({'http', 'normal', 'SF'})",0.11678310574785646,0.2752064147348365,0.09864242616703715,0.844663494221618,3.069199876883167,1.0,0.0665029663325703,4.6659578289936805,0.763325734180363,0.33626522327469555,0.7856817321009366,0.6015470940024865
"frozenset({'S0', 'private', 'Zero', 'Surge'})","frozenset({'neptune', 'tcp'})",0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'private', 'Zero', 'Surge'})",frozenset({'neptune'}),0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'private', 'Surge'})","frozenset({'Zero', 'neptune'})",0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'private', 'Surge'})","frozenset({'neptune', 'tcp'})",0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'tcp', 'private', 'Surge'})",frozenset({'neptune'}),0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'private', 'Surge'})",frozenset({'neptune'}),0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'tcp', 'private', 'Surge'})","frozenset({'Zero', 'neptune'})",0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'Zero', 'private', 'Surge', 'tcp'})",frozenset({'neptune'}),0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'private', 'Surge'})","frozenset({'Zero', 'neptune', 'tcp'})",0.08645601778342331,0.32875516036837094,0.0862575420768498,0.9977043158861341,3.034794388529762,1.0,0.05783468008564974,292.394252143537,0.7339420959514389,0.2622179317002534,0.9965799601303069,0.6300402767549482
"frozenset({'S0', 'private'})","frozenset({'Zero', 'neptune'})",0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private'})","frozenset({'neptune', 'tcp'})",0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private', 'Zero'})",frozenset({'neptune'}),0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private', 'tcp'})",frozenset({'neptune'}),0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private'})","frozenset({'Zero', 'neptune', 'tcp'})",0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private', 'Zero'})","frozenset({'neptune', 'tcp'})",0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private', 'tcp'})","frozenset({'Zero', 'neptune'})",0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
"frozenset({'S0', 'private'})",frozenset({'neptune'}),0.10225468402667513,0.32875516036837094,0.10193712289615751,0.9968944099378882,3.0323308349619995,1.0,0.06832036785055083,216.140838361388,0.7465599300029643,0.3097708082026538,0.9953733870582662,0.6534822206656358
